734,166,792,166,792,198,734,198
933,166,1001,166,1001,198,933,198
1093,174,1195,162,1200,199,1097,211
1262,164,1386,171,1384,208,1260,202
354,170,419,170,419,202,354,202
708,173,737,173,737,195,708,195
1009,173,1030,173,1030,202,1009,202
1038,170,1092,170,1092,202,1038,202
1237,173,1255,173,1255,202,1237,202
1389,170,1446,170,1446,202,1389,202
1454,173,1522,173,1522,206,1454,206
933,206,1025,211,1023,250,931,245
1092,209,1146,209,1146,245,1092,245
1148,214,1250,206,1253,245,1151,253
1302,208,1422,214,1421,252,1300,246
1027,213,1088,213,1088,245,1027,245
1251,220,1273,220,1273,245,1251,245
213,256,289,256,289,292,213,292
292,264,365,264,365,289,292,289
365,260,415,260,415,289,365,289
419,264,484,264,484,289,419,289
481,296,546,296,546,336,481,336
213,300,274,300,274,332,213,332
350,300,408,300,408,332,350,332
618,300,669,300,669,336,618,336
831,300,900,300,900,332,831,332
1150,300,1186,300,1186,336,1150,336
1334,303,1457,303,1457,332,1334,332
278,303,350,303,350,340,278,340
413,300,483,307,480,342,409,335
550,301,620,307,618,341,547,335
672,303,719,303,719,336,672,336
727,307,788,307,788,332,727,332
788,303,828,303,828,336,788,336
983,307,1030,307,1030,332,983,332
1034,303,1106,303,1106,336,1034,336
1110,303,1146,303,1146,332,1110,332
1193,307,1269,307,1269,332,1193,332
1273,303,1327,303,1327,332,1273,332
904,311,980,311,980,340,904,340
379,343,448,343,448,379,379,379
213,347,267,347,267,379,213,379
267,347,340,347,340,379,267,379
340,347,379,347,379,379,340,379
314,387,419,387,419,426,314,426
987,387,1048,387,1048,426,987,426
1143,391,1196,384,1200,418,1147,425
214,384,314,394,310,432,210,422
481,390,520,390,520,423,481,423
524,390,575,390,575,423,524,423
578,390,643,390,643,426,578,426
647,390,755,390,755,430,647,430
759,390,817,390,817,423,759,423
824,394,871,394,871,423,824,423
878,394,926,394,926,426,878,426
1053,384,1149,394,1145,432,1049,422
1197,390,1255,390,1255,423,1197,423
1258,390,1305,390,1305,423,1258,423
1309,390,1378,390,1378,423,1309,423
1385,394,1446,394,1446,423,1385,423
426,397,477,397,477,423,426,423
929,394,983,394,983,423,929,423
1450,397,1522,397,1522,430,1450,430
253,430,303,430,303,466,253,466
730,430,777,430,777,466,730,466
918,430,983,430,983,466,918,466
1128,430,1164,430,1164,466,1128,466
463,434,538,434,538,470,463,470
598,428,690,438,686,476,594,466
777,434,850,434,850,466,777,466
850,434,918,434,918,473,850,473
1063,434,1124,434,1124,466,1063,466
1168,434,1229,434,1229,466,1168,466
1233,434,1316,434,1316,466,1233,466
307,439,409,445,408,474,306,469
542,441,593,441,593,466,542,466
991,441,1059,441,1059,466,991,466
217,444,253,444,253,466,217,466
412,444,463,444,463,470,412,470
694,444,730,444,730,466,694,466
213,471,348,475,346,514,212,509
350,473,415,473,415,510,350,510
419,477,513,477,513,517,419,517
520,517,585,517,585,557,520,557
940,517,1023,517,1023,557,940,557
211,524,306,518,309,557,214,563
354,520,412,520,412,557,354,557
593,520,643,520,643,557,593,557
651,520,835,520,835,557,651,557
1027,520,1085,520,1085,557,1027,557
1300,522,1424,517,1426,553,1302,558
314,528,350,528,350,553,314,553
419,524,459,524,459,557,419,557
459,528,516,522,520,556,463,562
846,528,878,528,878,553,846,553
886,528,936,528,936,557,886,557
1171,528,1229,528,1229,553,1171,553
1237,528,1294,528,1294,553,1237,553
1436,528,1468,528,1468,553,1436,553
1475,528,1526,528,1526,557,1475,557
1096,535,1164,535,1164,560,1096,560
828,560,911,560,911,600,828,600
470,564,517,564,517,600,470,600
641,567,715,561,718,600,643,605
217,571,340,571,340,600,217,600
343,567,412,567,412,600,343,600
412,565,469,572,465,606,409,600
517,567,557,567,557,604,517,604
560,567,640,567,640,600,560,600
719,571,770,571,770,600,719,600
777,575,824,575,824,600,777,600
214,605,314,615,310,652,211,643
315,607,390,615,386,653,311,645
444,611,502,611,502,647,444,647
688,609,761,615,758,649,685,644
875,611,915,611,915,643,875,643
390,618,444,618,444,643,390,643
502,614,546,614,546,643,502,643
551,611,631,621,627,653,547,643
629,614,687,614,687,643,629,643
759,614,813,614,813,643,759,643
821,618,871,618,871,643,821,643
212,655,365,649,366,689,213,694
372,651,448,651,448,690,372,690
452,654,502,654,502,690,452,690
510,654,611,654,611,690,510,690
614,654,741,654,741,690,614,690
213,694,274,694,274,730,213,730
752,694,799,694,799,730,752,730
991,694,1048,694,1048,730,991,730
1302,694,1345,694,1345,730,1302,730
1461,694,1526,694,1526,730,1461,730
485,695,561,706,556,740,480,730
559,700,748,695,749,730,560,735
951,698,987,698,987,730,951,730
1097,694,1171,702,1167,740,1093,731
1171,698,1237,698,1237,730,1171,730
278,701,343,701,343,734,278,734
430,701,477,701,477,730,430,730
806,701,853,701,853,730,806,730
859,705,943,699,946,734,861,740
1052,701,1092,701,1092,730,1052,730
1244,701,1298,701,1298,734,1244,734
1349,701,1414,701,1414,734,1349,734
1417,701,1457,701,1457,734,1417,734
347,705,423,705,423,737,347,737
1309,737,1385,737,1385,774,1309,774
213,745,278,745,278,774,213,774
453,749,541,742,544,777,456,784
546,745,578,745,578,777,546,777
643,748,712,748,712,774,643,774
718,740,795,750,790,784,713,774
